Target,Method,Stat_Type,Stat_LB,Stat_Val,Stat_UB
Ephrin,CDDD,Spearman,0.666806835777364,0.7392330750209392,0.7934212778684332
Ephrin,CDDD,R**2,0.42811724432801307,0.523688930617269,0.6009583970410685
Ephrin,CDDD,Kendal,0.48354923036590425,0.5420059995674958,0.5913773589821795
Ephrin,DESC,Spearman,0.6459394767625796,0.7099295327953224,0.7675811879587884
Ephrin,DESC,R**2,0.41600834727845176,0.5039421218134612,0.576495583921652
Ephrin,DESC,Kendal,0.4539438878123127,0.5141048888923385,0.5676897854500744
Ephrin,CDDD,Spearman,0.6483408631259875,0.7132251577733374,0.771190196418541
Ephrin,CDDD,R**2,0.4153114314892318,0.5092807031704056,0.5761300175485393
Ephrin,CDDD,Kendal,0.45712568374702156,0.5158283448375842,0.574413190229347
Ephrin,DESC,Spearman,0.6760268247114747,0.7362971602787698,0.7852813637435434
Ephrin,DESC,R**2,0.4322415164505071,0.5232856643165112,0.6007743472822114
Ephrin,DESC,Kendal,0.4770590498818872,0.5366770767626674,0.5881770640413554
Ephrin,CDDD,Spearman,0.6554813819707874,0.7247234249572939,0.7850743283742422
Ephrin,CDDD,R**2,0.4249742862331315,0.5193433108857037,0.5988543883172578
Ephrin,CDDD,Kendal,0.47365138519142413,0.5305375557107652,0.5855511279276366
Ephrin,DESC,Spearman,0.698450118588254,0.7606729376568494,0.8094027944432138
Ephrin,DESC,R**2,0.48412951394428344,0.5652397488922861,0.6318874595755734
Ephrin,DESC,Kendal,0.5086502415513398,0.5648738862355166,0.6168366429231228
Ephrin,CDDD,Spearman,0.6859946508619239,0.7472779854249126,0.7958152157993156
Ephrin,CDDD,R**2,0.46961480260589,0.5429543687009124,0.606241381536797
Ephrin,CDDD,Kendal,0.4941245233279672,0.5467160133717304,0.5924878477227777
Ephrin,DESC,Spearman,0.6707517267475829,0.7345046386209364,0.7908149801776088
Ephrin,DESC,R**2,0.4354014100454914,0.520899810003332,0.5910532721549736
Ephrin,DESC,Kendal,0.4823483447424957,0.5376848922743604,0.5882782027078569
Ephrin,CDDD,Spearman,0.6598634891200134,0.7274167376133722,0.781555673237316
Ephrin,CDDD,R**2,0.4404708549894364,0.5276854598772689,0.5971494485857984
Ephrin,CDDD,Kendal,0.47037928430675613,0.5287592587365608,0.581853580387774
Ephrin,DESC,Spearman,0.6607251094730135,0.7271062310620773,0.7823782848081903
Ephrin,DESC,R**2,0.42101847582627056,0.5094355957327803,0.5882532880715684
Ephrin,DESC,Kendal,0.4765092673797149,0.5315248939898389,0.5867607777410463
Ephrin,CDDD,Spearman,0.649610414908747,0.7221981750746217,0.7777466036957346
Ephrin,CDDD,R**2,0.40901566048899096,0.5016940918060815,0.5863368918162483
Ephrin,CDDD,Kendal,0.47158274602389555,0.5253878292587976,0.5783170646063294
Ephrin,DESC,Spearman,0.6322484786112484,0.7048927621845824,0.7667412986160552
Ephrin,DESC,R**2,0.40692158948684465,0.4903030918059206,0.5629210347777371
Ephrin,DESC,Kendal,0.455163600815986,0.5143750652917406,0.5686359168652358
Ephrin,CDDD,Spearman,0.6095147886467415,0.6833357723416402,0.7473284143404574
Ephrin,CDDD,R**2,0.3830500941810694,0.4752229080309185,0.5522424848756062
Ephrin,CDDD,Kendal,0.43462907038098947,0.49443866249186663,0.5503015865294099
Caspase,DESC,Spearman,0.7481301854505106,0.8105275736817268,0.853084394337962
Caspase,DESC,R**2,0.7643340920012008,0.8225148026536608,0.8663343389932517
Caspase,DESC,Kendal,0.5594373299240866,0.6146701627444731,0.6638074109838049
Caspase,CDDD,Spearman,0.7332971783306579,0.7958949411562685,0.8412549656321872
Caspase,CDDD,R**2,0.7287405854317404,0.8000187075049473,0.8532264843210364
Caspase,CDDD,Kendal,0.5388496121768446,0.5989111752268709,0.6512968946241869
Caspase,DESC,Spearman,0.7397855284037349,0.8064518671062562,0.8528257138975927
Caspase,DESC,R**2,0.7523428354499381,0.8250138863926298,0.8710561363364188
Caspase,DESC,Kendal,0.5520516477229983,0.6155102921301268,0.6718373706005343
Caspase,CDDD,Spearman,0.7179685070352163,0.7910461949699439,0.8421616947134776
Caspase,CDDD,R**2,0.7266034021538488,0.7971721668178641,0.8468277694660926
Caspase,CDDD,Kendal,0.5340096377372762,0.5977430170877034,0.6570156678463887
Caspase,DESC,Spearman,0.776577571018657,0.8325368738140725,0.8751279575049247
Caspase,DESC,R**2,0.7756981371391167,0.8361630177840296,0.8824405717249094
Caspase,DESC,Kendal,0.5870925132176807,0.6463961754183093,0.6960857839963346
Caspase,CDDD,Spearman,0.7625544989946766,0.8190157741320839,0.8645029930433752
Caspase,CDDD,R**2,0.7706954304546493,0.8299272695733905,0.8733783850950388
Caspase,CDDD,Kendal,0.5676043199462656,0.6239661252878645,0.6765605966840416
Caspase,DESC,Spearman,0.7596148290930864,0.8152826928626125,0.8586243670071739
Caspase,DESC,R**2,0.7357149120575388,0.8094889894181578,0.8648982110910819
Caspase,DESC,Kendal,0.5643002096981249,0.618607038472121,0.6667975774325671
Caspase,CDDD,Spearman,0.7511255886262742,0.8076204439367382,0.8504598447059305
Caspase,CDDD,R**2,0.737316818339151,0.8032743705949245,0.856254778589405
Caspase,CDDD,Kendal,0.5495023074838242,0.6067782521234982,0.6556120952298986
Caspase,DESC,Spearman,0.7569327915026202,0.8205566294702665,0.8677561057153885
Caspase,DESC,R**2,0.7257291396267733,0.7967695392302014,0.853669641580783
Caspase,DESC,Kendal,0.5737267913269053,0.6340212460129372,0.688773008938471
Caspase,CDDD,Spearman,0.7334814827275837,0.7973776886084162,0.847095953985039
Caspase,CDDD,R**2,0.6868610067621383,0.772303723140261,0.829296291217586
Caspase,CDDD,Kendal,0.5439257308341434,0.6021926887216329,0.6557028274845706
Caspase,DESC,Spearman,0.727917354838439,0.7963683504356025,0.8477164371981345
Caspase,DESC,R**2,0.7832952271810449,0.8334187550502004,0.8719460726808589
Caspase,DESC,Kendal,0.5363375676175464,0.6035018442339726,0.6650238942187698
Caspase,CDDD,Spearman,0.6905592865185392,0.7662454152306253,0.824176327984723
Caspase,CDDD,R**2,0.7325699904936019,0.8053865089946436,0.8533606740145132
Caspase,CDDD,Kendal,0.4940467078459602,0.5696827425812256,0.632600795698185
Caspase,DESC,Spearman,0.6961975951272382,0.769581920643082,0.826025750795485
Caspase,DESC,R**2,0.7183075394400339,0.7899153265557094,0.8432323631196257
Caspase,DESC,Kendal,0.5098181073091526,0.5753316199481141,0.6321269371681805
Caspase,CDDD,Spearman,0.669210419019262,0.7532336142692835,0.8067910159529779
Caspase,CDDD,R**2,0.6846613651437748,0.7672610864894727,0.8287741466230146
Caspase,CDDD,Kendal,0.4871615374695519,0.5520705502255258,0.615307709400063
Caspase,DESC,Spearman,0.7333493634729741,0.7992526883803972,0.8495995120933804
Caspase,DESC,R**2,0.7453416893212522,0.8110597530135669,0.8616114314302915
Caspase,DESC,Kendal,0.5481316150068124,0.6096857704889312,0.6659199349389648
Caspase,CDDD,Spearman,0.7201155457745264,0.7872233057286018,0.8374660648561544
Caspase,CDDD,R**2,0.7096520912178896,0.7794012039164675,0.8350205334136003
Caspase,CDDD,Kendal,0.5301698249004213,0.5906853876066818,0.6486430375435911
Caspase,DESC,Spearman,0.7805736825806032,0.8383618944980322,0.8799552780461914
Caspase,DESC,R**2,0.7434422571425825,0.8091417776670955,0.8580287268209067
Caspase,DESC,Kendal,0.5971380652436571,0.6507257579799351,0.70068683967759
Caspase,CDDD,Spearman,0.7591796161119506,0.8183061623851917,0.8618915419594729
Caspase,CDDD,R**2,0.7038036361616915,0.7761397753109505,0.8327438430847368
Caspase,CDDD,Kendal,0.565624800294066,0.6250707395986795,0.6754842054789354
Caspase,DESC,Spearman,0.7539908373407073,0.813349376213315,0.8612841579404809
Caspase,DESC,R**2,0.7754792012268634,0.8338755814317677,0.877927564181547
Caspase,DESC,Kendal,0.5596188991268404,0.6202121201566756,0.6776122585161466
Caspase,CDDD,Spearman,0.7296062636034042,0.7942820672783681,0.8462440475077557
Caspase,CDDD,R**2,0.7330978286230263,0.8041270527095207,0.8528040300234443
Caspase,CDDD,Kendal,0.536807759288869,0.5965189868371173,0.6461012279513514
Monoamine,DESC,Spearman,0.5660923473419375,0.6593864836335434,0.7363897853408692
Monoamine,DESC,R**2,0.3967451786204548,0.5203746288195716,0.6108635075585712
Monoamine,DESC,Kendal,0.40077587900698614,0.4772707864920557,0.5498138959642958
Monoamine,CDDD,Spearman,0.5787008549906248,0.6666772507564026,0.738530001187341
Monoamine,CDDD,R**2,0.3780774210424536,0.4956720727871421,0.604968095013215
Monoamine,CDDD,Kendal,0.40220333280228865,0.48791691632338513,0.5637295720646756
Monoamine,DESC,Spearman,0.5326461499469285,0.6435373046865612,0.7297075270869124
Monoamine,DESC,R**2,0.38029642765006355,0.5006600842509837,0.5970360806718571
Monoamine,DESC,Kendal,0.39717136710302064,0.48149531621063507,0.5570835284605397
Monoamine,CDDD,Spearman,0.46631277789141534,0.5778885241969256,0.6703436704463857
Monoamine,CDDD,R**2,0.26883567902520694,0.4029270568140182,0.5168770140425986
Monoamine,CDDD,Kendal,0.3385642568528994,0.4223100099921904,0.5014126112012993
Monoamine,DESC,Spearman,0.5547435777047115,0.6602882866992047,0.7397982858600537
Monoamine,DESC,R**2,0.41490575011918474,0.5269276955401667,0.6299571352667864
Monoamine,DESC,Kendal,0.40403341488890293,0.48301371162684115,0.5556872522480856
Monoamine,CDDD,Spearman,0.519745117360786,0.6215669953806106,0.7054914583786875
Monoamine,CDDD,R**2,0.3499733539967083,0.47766979604781357,0.5904300942510166
Monoamine,CDDD,Kendal,0.3695799266678618,0.44717624864435673,0.5219114656960091
Monoamine,DESC,Spearman,0.5394148652481641,0.6413900072544406,0.719137986084385
Monoamine,DESC,R**2,0.333086266434522,0.46123306667481856,0.5555305997571279
Monoamine,DESC,Kendal,0.39256576193300197,0.46478735066782373,0.5385445787718829
Monoamine,CDDD,Spearman,0.5487950323936275,0.6457924128145843,0.7258222896288751
Monoamine,CDDD,R**2,0.34819238849608003,0.46973041506845226,0.5656466023595186
Monoamine,CDDD,Kendal,0.40185058339776836,0.46729430518600223,0.5347896755204511
Monoamine,DESC,Spearman,0.597102055675458,0.6883843476239193,0.7639212941833131
Monoamine,DESC,R**2,0.43358503404655024,0.5377639779478198,0.6277193302703362
Monoamine,DESC,Kendal,0.43725009528746733,0.5124194602161978,0.5827883414932828
Monoamine,CDDD,Spearman,0.5561938417697554,0.6546205712227796,0.7366707473349569
Monoamine,CDDD,R**2,0.389559298582041,0.48579867698481294,0.5826677946980711
Monoamine,CDDD,Kendal,0.3932259304484939,0.47216119731593287,0.5440289792408605
Monoamine,DESC,Spearman,0.5837077489084456,0.675489065060296,0.7546047891029
Monoamine,DESC,R**2,0.4169304528856539,0.522438079672424,0.606658569861037
Monoamine,DESC,Kendal,0.4234745193761126,0.4941916225758057,0.5644850783869101
Monoamine,CDDD,Spearman,0.5720616422029086,0.6642601141032304,0.7459348887517283
Monoamine,CDDD,R**2,0.37164881522692134,0.4974137090952968,0.588987056989605
Monoamine,CDDD,Kendal,0.40595625390185325,0.48163802894931684,0.5485012878300101
Monoamine,DESC,Spearman,0.6102457341849613,0.6972106535564793,0.768197210470221
Monoamine,DESC,R**2,0.41980846672536337,0.527586408282507,0.6192719878678983
Monoamine,DESC,Kendal,0.4413571716068026,0.5101467162484166,0.5732537902898365
Monoamine,CDDD,Spearman,0.5030422975933337,0.6054976538039785,0.6984743856274516
Monoamine,CDDD,R**2,0.30975345681645616,0.44915022207278354,0.5576920547458823
Monoamine,CDDD,Kendal,0.36584529142408895,0.44283710371941454,0.5225687860644136
Monoamine,DESC,Spearman,0.6249242927517736,0.7041900070396996,0.7708753614621126
Monoamine,DESC,R**2,0.42603089303784164,0.5328775148120191,0.6236003312954987
Monoamine,DESC,Kendal,0.44700873291256904,0.5154299079502944,0.5816416219893977
Monoamine,CDDD,Spearman,0.5555043302029709,0.6549913114184538,0.7345104169015241
Monoamine,CDDD,R**2,0.361981599119152,0.4923552952772713,0.5992921193588362
Monoamine,CDDD,Kendal,0.4027046523545605,0.4796827583332221,0.5476692217074122
Monoamine,DESC,Spearman,0.5624864158055441,0.6569739961054616,0.7367733297018371
Monoamine,DESC,R**2,0.3390870549078862,0.4608886433456595,0.5584715787688134
Monoamine,DESC,Kendal,0.3991302503204733,0.4760972485772929,0.5404082108147729
Monoamine,CDDD,Spearman,0.5060598164494391,0.6034663934855212,0.69256582815687
Monoamine,CDDD,R**2,0.2493057669668923,0.40683602305118016,0.5227362081759889
Monoamine,CDDD,Kendal,0.3534163757270573,0.43072106973344404,0.499159737071615
Monoamine,DESC,Spearman,0.5614222062019584,0.6546032055940341,0.73172264100703
Monoamine,DESC,R**2,0.407183472487488,0.522127954444864,0.618313157237043
Monoamine,DESC,Kendal,0.40016777370897944,0.47565809029801226,0.5454459011229946
Monoamine,CDDD,Spearman,0.5558177685673221,0.65982841844485,0.7405331462684903
Monoamine,CDDD,R**2,0.43072525503613057,0.5362858877963941,0.615966695767384
Monoamine,CDDD,Kendal,0.40298496614018164,0.4808606672914462,0.5490154061934827
Vanilloid,DESC,Spearman,0.5726347554363763,0.6636782960687482,0.7361772794746336
Vanilloid,DESC,R**2,0.3822985038709032,0.4795386299943234,0.5572181209013696
Vanilloid,DESC,Kendal,0.42448130563401754,0.4883707779562011,0.550514498831319
Vanilloid,CDDD,Spearman,0.5436328862272918,0.6294000904855256,0.7060292759879847
Vanilloid,CDDD,R**2,0.3282234525199817,0.4252671479436614,0.5149062365193244
Vanilloid,CDDD,Kendal,0.39166561869060007,0.45946353213181684,0.522663597142905
Vanilloid,DESC,Spearman,0.5727920709855081,0.6576181645939718,0.7263959398307804
Vanilloid,DESC,R**2,0.3667486945676532,0.46091785170958255,0.5443505137201528
Vanilloid,DESC,Kendal,0.4190259944136852,0.4785058799323025,0.5378193677862451
Vanilloid,CDDD,Spearman,0.5428737374077567,0.6254183294320647,0.703066511992762
Vanilloid,CDDD,R**2,0.31559395246809574,0.41679035590551783,0.4948574446247792
Vanilloid,CDDD,Kendal,0.38761146214494563,0.45277876901622444,0.511636220906773
Vanilloid,DESC,Spearman,0.5575285520303755,0.6385114884534974,0.709167223982912
Vanilloid,DESC,R**2,0.34752324115912725,0.44122597105199146,0.5178183418069292
Vanilloid,DESC,Kendal,0.397453086871437,0.46491201622109807,0.5260677757465085
Vanilloid,CDDD,Spearman,0.5103597589741389,0.6047241708491611,0.6780120679647079
Vanilloid,CDDD,R**2,0.2849111151901919,0.3909783459711915,0.47006386877257605
Vanilloid,CDDD,Kendal,0.3679825087755182,0.4341444900733946,0.49721838470956875
Vanilloid,DESC,Spearman,0.5817917245749443,0.6610227938036651,0.732553235694043
Vanilloid,DESC,R**2,0.38597973704819866,0.47729562486024335,0.5487503650119051
Vanilloid,DESC,Kendal,0.41635578393139444,0.4841889111140276,0.5482196875939933
Vanilloid,CDDD,Spearman,0.6040029282850906,0.6804199356118973,0.7486886537032001
Vanilloid,CDDD,R**2,0.414661270395481,0.49878358859592686,0.5731178921263261
Vanilloid,CDDD,Kendal,0.4342198107397476,0.49767656919423225,0.5530225947162803
Vanilloid,DESC,Spearman,0.5600337810244349,0.6444719602118888,0.7147224017675646
Vanilloid,DESC,R**2,0.34473553140842034,0.4427320520913708,0.5285589041414521
Vanilloid,DESC,Kendal,0.40169507283476735,0.46974729982432595,0.5274830543995644
Vanilloid,CDDD,Spearman,0.5506708847885152,0.6320779479512196,0.7048933245291453
Vanilloid,CDDD,R**2,0.3115213597524992,0.4084679502556875,0.4894613671326177
Vanilloid,CDDD,Kendal,0.3906417955943609,0.45492771809723614,0.5153173855446134
Vanilloid,DESC,Spearman,0.6016357996602301,0.6761530337692201,0.7436630522382032
Vanilloid,DESC,R**2,0.38927615477173333,0.4830136519632291,0.5540846985046365
Vanilloid,DESC,Kendal,0.431224781644041,0.4976281144415689,0.554995830175194
Vanilloid,CDDD,Spearman,0.5610325580587087,0.6410185060865703,0.718004391890533
Vanilloid,CDDD,R**2,0.3313129919816954,0.42078288210147763,0.49643112392798766
Vanilloid,CDDD,Kendal,0.401974070702062,0.4658464656177189,0.5316984380465383
Vanilloid,DESC,Spearman,0.588204091753166,0.6703585366244394,0.7361905491044647
Vanilloid,DESC,R**2,0.35901491472132324,0.4444985608574923,0.5222328845433873
Vanilloid,DESC,Kendal,0.4290330334510566,0.487737453695559,0.5462300829672713
Vanilloid,CDDD,Spearman,0.5600376930682963,0.6421199277150121,0.7098647274993182
Vanilloid,CDDD,R**2,0.3065960829526124,0.4032839954992963,0.49069920069325323
Vanilloid,CDDD,Kendal,0.40066682033751355,0.46495721899624665,0.5259559704514621
Vanilloid,DESC,Spearman,0.5758591680592406,0.6543545452440033,0.7221704748896656
Vanilloid,DESC,R**2,0.35536835850165127,0.4463044067874342,0.5292071835878255
Vanilloid,DESC,Kendal,0.40789147202437176,0.47426757393949953,0.5342237101852879
Vanilloid,CDDD,Spearman,0.5317510387425746,0.6164131456200368,0.6878806064885693
Vanilloid,CDDD,R**2,0.28801782834627837,0.3898118671851515,0.4850428215301836
Vanilloid,CDDD,Kendal,0.36678179809101114,0.4424408197160353,0.5009601038548828
Vanilloid,DESC,Spearman,0.5951755809238362,0.6743063610612234,0.7453204585126304
Vanilloid,DESC,R**2,0.3859076526666538,0.47655287087116216,0.5552847174262974
Vanilloid,DESC,Kendal,0.435447371951665,0.5002013326954937,0.5623043676796758
Vanilloid,CDDD,Spearman,0.5842733005641199,0.6640135146866462,0.7307785206558477
Vanilloid,CDDD,R**2,0.3725595198435937,0.4579176209316159,0.5287859176969366
Vanilloid,CDDD,Kendal,0.42178735467978895,0.4846927264242678,0.5483016455661778
Vanilloid,DESC,Spearman,0.5203603588395865,0.6128165273964163,0.6938912673921629
Vanilloid,DESC,R**2,0.25671363865695557,0.3948200095640376,0.4894374198893755
Vanilloid,DESC,Kendal,0.3748276751727026,0.44403443366484785,0.5089463273252673
Vanilloid,CDDD,Spearman,0.5146895153332286,0.6101334797315117,0.6859981613415747
Vanilloid,CDDD,R**2,0.2772003588127891,0.3797462090407503,0.46584329740321695
Vanilloid,CDDD,Kendal,0.37074071063255903,0.44000748806341294,0.5013303851194808
Acetylcholinesterase,DESC,Spearman,0.7140286402678513,0.7611395376404149,0.8026011001759196
Acetylcholinesterase,DESC,R**2,0.5142274967040316,0.5781012937822785,0.6314881243514812
Acetylcholinesterase,DESC,Kendal,0.5246236290949701,0.5656181446032464,0.6040142579254337
Acetylcholinesterase,CDDD,Spearman,0.6938393365739122,0.7403140197774393,0.7803875218496756
Acetylcholinesterase,CDDD,R**2,0.4750880335368308,0.5371940327845279,0.5880249329283201
Acetylcholinesterase,CDDD,Kendal,0.5058463764155926,0.5463956347560704,0.5869346170189954
Acetylcholinesterase,DESC,Spearman,0.7477977077922079,0.7922878757203996,0.8243017169847434
Acetylcholinesterase,DESC,R**2,0.5774133639855721,0.6302684355041063,0.6739517106230912
Acetylcholinesterase,DESC,Kendal,0.5579914351111024,0.5978318139042185,0.6338651338873275
Acetylcholinesterase,CDDD,Spearman,0.7310196669068704,0.776819199856589,0.8128523708056934
Acetylcholinesterase,CDDD,R**2,0.5628760071580574,0.6109679341909555,0.6551602871943186
Acetylcholinesterase,CDDD,Kendal,0.5417156297531851,0.5827982296143823,0.6201673334325192
Acetylcholinesterase,DESC,Spearman,0.7424787750055266,0.7809727211541606,0.8146677673966203
Acetylcholinesterase,DESC,R**2,0.5400108287968809,0.5905623400520055,0.637111378005356
Acetylcholinesterase,DESC,Kendal,0.5463776857038397,0.5794156834580061,0.6115361849933898
Acetylcholinesterase,CDDD,Spearman,0.7178475479541233,0.7603018165078291,0.7992301129170716
Acetylcholinesterase,CDDD,R**2,0.5157439154631092,0.5722999715293515,0.6179998263741358
Acetylcholinesterase,CDDD,Kendal,0.5270580619889011,0.5633163169802392,0.6005118560855167
Acetylcholinesterase,DESC,Spearman,0.7675098101886817,0.8025156109146201,0.8326398439156865
Acetylcholinesterase,DESC,R**2,0.5844521803975888,0.6327741898692627,0.6753235398765495
Acetylcholinesterase,DESC,Kendal,0.5675994510009834,0.6008373940293524,0.6341474027907289
Acetylcholinesterase,CDDD,Spearman,0.6957525435415131,0.7446908457957722,0.78432438677263
Acetylcholinesterase,CDDD,R**2,0.5011324930500402,0.556969939975573,0.6063183435041416
Acetylcholinesterase,CDDD,Kendal,0.5079281765064865,0.5467354694602836,0.5831996951978616
Acetylcholinesterase,DESC,Spearman,0.7257530176270838,0.7713127446332605,0.8092308874318456
Acetylcholinesterase,DESC,R**2,0.54072826734456,0.6010126805174044,0.6526026532399917
Acetylcholinesterase,DESC,Kendal,0.53611606587177,0.5768376424767637,0.6124106803646044
Acetylcholinesterase,CDDD,Spearman,0.6979888788713753,0.745537176175142,0.7857391894276149
Acetylcholinesterase,CDDD,R**2,0.5000124472717454,0.5622262331311916,0.6119826965356127
