Target,Method,Stat_Type,Stat_LB,Stat_Val,Stat_UB
Acetylcholinesterase,CDDD,Kendal,0.5094361705643754,0.5512982669641856,0.5894321973398625
Acetylcholinesterase,DESC,Spearman,0.717368579081747,0.7606495425662676,0.8001555515779927
Acetylcholinesterase,DESC,R**2,0.5226943039477069,0.5800454435618685,0.6314344230158321
Acetylcholinesterase,DESC,Kendal,0.5261215603477515,0.5680539046116418,0.6070899034934981
Acetylcholinesterase,CDDD,Spearman,0.6965192767818954,0.7428856946559111,0.7858580530090141
Acetylcholinesterase,CDDD,R**2,0.49461164226798887,0.5580945447039292,0.6104756837297607
Acetylcholinesterase,CDDD,Kendal,0.5083040125297368,0.5500395471935008,0.5887171795798305
Acetylcholinesterase,DESC,Spearman,0.771505340954388,0.8069246293847703,0.8349816011439963
Acetylcholinesterase,DESC,R**2,0.5706310910881733,0.6290630026271644,0.6721171673760152
Acetylcholinesterase,DESC,Kendal,0.5737841963420298,0.6064598173936456,0.6389014429362058
Acetylcholinesterase,CDDD,Spearman,0.7314957713863098,0.7748107415584848,0.8120382695313946
Acetylcholinesterase,CDDD,R**2,0.5270195984820338,0.5758184696543629,0.6228087585545464
Acetylcholinesterase,CDDD,Kendal,0.5396729672964251,0.5766356090352929,0.6118673121558145
Acetylcholinesterase,DESC,Spearman,0.7320309520675017,0.7759731534405053,0.8139924730658163
Acetylcholinesterase,DESC,R**2,0.541039801362272,0.6000934922711191,0.6530677425013104
Acetylcholinesterase,DESC,Kendal,0.5417259127199756,0.5795655905366989,0.6161870948384203
Acetylcholinesterase,CDDD,Spearman,0.7054149999582909,0.7464055334976725,0.78686128475536
Acetylcholinesterase,CDDD,R**2,0.4932986431273292,0.5546093187103684,0.6086636822464022
Acetylcholinesterase,CDDD,Kendal,0.5083908424574756,0.5496185808811089,0.5864415348746871
Acetylcholinesterase,DESC,Spearman,0.7258908385845412,0.7731888842162877,0.8107697621925075
Acetylcholinesterase,DESC,R**2,0.5422042142709969,0.5961455568675386,0.648150387003563
Acetylcholinesterase,DESC,Kendal,0.5393020536831603,0.5771800370760436,0.6168509756082303
Acetylcholinesterase,CDDD,Spearman,0.7123089659314117,0.7567818325312377,0.7958036016744072
Acetylcholinesterase,CDDD,R**2,0.5225995476154934,0.5726658875722055,0.6203153680197605
Acetylcholinesterase,CDDD,Kendal,0.5212106947021129,0.5609552103449295,0.596297517429329
Acetylcholinesterase,DESC,Spearman,0.7350617245053801,0.7766396237846207,0.8147036787822646
Acetylcholinesterase,DESC,R**2,0.5571389328265046,0.6094804037736286,0.6551284122904747
Acetylcholinesterase,DESC,Kendal,0.5408202167510929,0.5844754961973722,0.6239291067717756
Acetylcholinesterase,CDDD,Spearman,0.7002339117100385,0.7501134888214787,0.790235624570294
Acetylcholinesterase,CDDD,R**2,0.50991075277113,0.5681984330683327,0.6212150641995525
Acetylcholinesterase,CDDD,Kendal,0.5195366397851513,0.5586233600611427,0.5986088794645997
COX-1,DESC,Spearman,0.5255468171002387,0.628831316936361,0.7132940051110791
COX-1,DESC,R**2,0.29319869782420377,0.3975140839414495,0.4896326740189002
COX-1,DESC,Kendal,0.3763101949901978,0.4515393068526685,0.5239328941052278
COX-1,CDDD,Spearman,0.4803534540185009,0.5833006666337218,0.67782949461247
COX-1,CDDD,R**2,0.20618765186232713,0.3380828800101965,0.44775426067813123
COX-1,CDDD,Kendal,0.34181498423045265,0.41376166556348143,0.48073895662187527
COX-1,DESC,Spearman,0.4829182757294893,0.591433362951473,0.6747773720376494
COX-1,DESC,R**2,0.23927933485211483,0.34814913854735563,0.4459508577876569
COX-1,DESC,Kendal,0.34179632666665866,0.4201959809807112,0.49353336021724264
COX-1,CDDD,Spearman,0.42807250480473863,0.5423099664230262,0.6376279652025313
COX-1,CDDD,R**2,0.17071577456016,0.28615566212386845,0.3955083348421101
COX-1,CDDD,Kendal,0.30061107938474185,0.3795243735041835,0.4585160599574731
COX-1,DESC,Spearman,0.4867275637142884,0.5875084148920944,0.6763633128868775
COX-1,DESC,R**2,0.24133382709630957,0.3696013228160895,0.4718625008088021
COX-1,DESC,Kendal,0.3354301403859854,0.4204583743915275,0.49564927881811033
COX-1,CDDD,Spearman,0.45706704977048057,0.5611481091747477,0.6560766590285734
COX-1,CDDD,R**2,0.1937085154471284,0.3225311571400473,0.43253806620851193
COX-1,CDDD,Kendal,0.3104527941464591,0.3973903530676448,0.4708244686336421
COX-1,DESC,Spearman,0.5150966410148579,0.6139383890907539,0.6937210237960463
COX-1,DESC,R**2,0.23754224080253772,0.3382901057443497,0.43470665105269407
COX-1,DESC,Kendal,0.35898242961290755,0.4343333639444571,0.5026743989401008
COX-1,CDDD,Spearman,0.39144757038545275,0.5092755165648682,0.623510758089933
COX-1,CDDD,R**2,0.1245703824135742,0.23860062590538955,0.3384497343261849
COX-1,CDDD,Kendal,0.2772972247848236,0.36141344549968313,0.4435120926994118
COX-1,DESC,Spearman,0.49037057632144393,0.5938177835209647,0.6779922686852223
COX-1,DESC,R**2,0.20485214487974593,0.3039393655331434,0.39948691621185817
COX-1,DESC,Kendal,0.3348997114943374,0.4227955082962673,0.4963459959241938
COX-1,CDDD,Spearman,0.45032214797717013,0.5532302347057187,0.645876058757746
COX-1,CDDD,R**2,0.15142011933305996,0.25782472260496236,0.3578258580124496
COX-1,CDDD,Kendal,0.3107797567266895,0.38801516197099545,0.46366221957643466
COX-1,DESC,Spearman,0.415897393053675,0.5358648504297462,0.6305580917111296
COX-1,DESC,R**2,0.13875507077184193,0.2509208040074049,0.3531212349748932
COX-1,DESC,Kendal,0.3005151698997358,0.37445011905814024,0.45452885603334126
COX-1,CDDD,Spearman,0.4043953808421859,0.5234959521915576,0.6261714751596524
COX-1,CDDD,R**2,0.11288141091364229,0.23256663089866492,0.33761784275593243
COX-1,CDDD,Kendal,0.28757984167859346,0.36752284065839674,0.44230878635104187
COX-1,DESC,Spearman,0.4679749260113738,0.568247328408817,0.6596337122717151
COX-1,DESC,R**2,0.21469881384038872,0.32794032242639026,0.43270782240641603
COX-1,DESC,Kendal,0.3206396634207291,0.4050674332339593,0.48519173935284854
COX-1,CDDD,Spearman,0.46412372094740045,0.5666087970751686,0.6563369539330008
COX-1,CDDD,R**2,0.18787818797613853,0.289156176534093,0.384305725070243
COX-1,CDDD,Kendal,0.32272786667827713,0.39651732771352777,0.4708937197576677
COX-1,DESC,Spearman,0.5102956437515008,0.6113943051291952,0.6977256782809285
COX-1,DESC,R**2,0.25934969920282097,0.3683714875608186,0.4584001167402147
COX-1,DESC,Kendal,0.3582067182354718,0.4375240433220939,0.5071473085381709
COX-1,CDDD,Spearman,0.4621457889463531,0.5725966133998194,0.6615986760845656
COX-1,CDDD,R**2,0.2051643276392569,0.31477896872110867,0.40625398160620263
COX-1,CDDD,Kendal,0.32824249423338914,0.4032988756765857,0.47849512152622453
COX-1,DESC,Spearman,0.4429894493411964,0.5595793272809071,0.6623456394628604
COX-1,DESC,R**2,0.19276853846136754,0.323100891915017,0.4291101039476239
COX-1,DESC,Kendal,0.32139732903328655,0.40079830464328114,0.4778144209750478
COX-1,CDDD,Spearman,0.40632778331452424,0.5200581246726892,0.6197933221844564
COX-1,CDDD,R**2,0.12763930580109314,0.2579596971696332,0.35657000547538603
COX-1,CDDD,Kendal,0.2925412171593195,0.366557259793941,0.44396899709912724
COX-1,DESC,Spearman,0.46216143266259535,0.5705449163579563,0.6662482033408594
COX-1,DESC,R**2,0.19902643547287183,0.30785160535628575,0.40802361729728737
COX-1,DESC,Kendal,0.32517484586032724,0.408928049227637,0.48578465058640524
COX-1,CDDD,Spearman,0.3691057807979072,0.5010141545147518,0.6182091883725883
COX-1,CDDD,R**2,0.13626364781101638,0.24943549716660285,0.35494587228443947
COX-1,CDDD,Kendal,0.263321244836069,0.3557319265265962,0.4362698219942824
ABL1,DESC,Spearman,0.687349264804441,0.782955168166007,0.851808326630959
ABL1,DESC,R**2,0.4494017252567947,0.5821518184326513,0.6848422617858956
ABL1,DESC,Kendal,0.5110826823538129,0.5916199150352425,0.6667675484974958
ABL1,CDDD,Spearman,0.651050558325828,0.7526612711968219,0.8247886364702682
ABL1,CDDD,R**2,0.4468677609592642,0.562211691054999,0.6620558999130982
ABL1,CDDD,Kendal,0.4718111597085075,0.5567875693194325,0.629772250784771
ABL1,DESC,Spearman,0.6443052456143166,0.7547006529408022,0.8332426998529581
ABL1,DESC,R**2,0.44275722621395325,0.570186963043061,0.6805716655999796
ABL1,DESC,Kendal,0.47051278498992133,0.5628955388242796,0.6383089404516913
ABL1,CDDD,Spearman,0.6159136638224787,0.7239727165872704,0.813305911761079
ABL1,CDDD,R**2,0.3375488124921173,0.5052731457341724,0.6376373339408453
ABL1,CDDD,Kendal,0.43679017264440595,0.5413434026557306,0.6297989912913627
ABL1,DESC,Spearman,0.6506186176210499,0.754821839230591,0.8324297609175804
ABL1,DESC,R**2,0.4377735867893655,0.5787538945182442,0.6805413490518565
ABL1,DESC,Kendal,0.46996437870852603,0.5604886204665063,0.6433489083877089
ABL1,CDDD,Spearman,0.5852998925530364,0.7081505761103309,0.7945576018627178
ABL1,CDDD,R**2,0.3763389583416542,0.5149287016700421,0.6308114719472189
ABL1,CDDD,Kendal,0.409866598528538,0.5181649320420117,0.6029471884406712
ABL1,DESC,Spearman,0.6435485147895732,0.7502558748051611,0.8277204051475624
ABL1,DESC,R**2,0.44085382289746466,0.5724061157169342,0.6641771882120121
ABL1,DESC,Kendal,0.4738930797082158,0.5569291966038454,0.6358390708460919
ABL1,CDDD,Spearman,0.5773934819719774,0.6929247481845329,0.7795748219285741
ABL1,CDDD,R**2,0.33099924150470256,0.4927326238590919,0.6046360419649831
ABL1,CDDD,Kendal,0.4043059602579056,0.5041970695123477,0.5893776693118228
ABL1,DESC,Spearman,0.697679869874541,0.7850517969479706,0.848379887921479
ABL1,DESC,R**2,0.4958721762271489,0.6124305250793483,0.7183918741551334
ABL1,DESC,Kendal,0.5167165235692159,0.5895370700908042,0.661969199218673
ABL1,CDDD,Spearman,0.6182134951533098,0.7312168553448467,0.8053191048193011
ABL1,CDDD,R**2,0.386389031457809,0.5277374400500204,0.6267804888578853
ABL1,CDDD,Kendal,0.45166607887588067,0.5301276755428088,0.6081444315929201
ABL1,DESC,Spearman,0.6746123113098651,0.7664494596894517,0.8352014818588872
ABL1,DESC,R**2,0.4663309278045961,0.5839259612362857,0.6771964079929198
ABL1,DESC,Kendal,0.49645767253223777,0.5671477582906905,0.6370733586109133
ABL1,CDDD,Spearman,0.6071496652987869,0.7245236818333005,0.8043070918861923
ABL1,CDDD,R**2,0.3790738712900283,0.5218597291943463,0.6377546814027433
ABL1,CDDD,Kendal,0.44290946745764653,0.532207777176341,0.6176091823412209
ABL1,DESC,Spearman,0.6161416741325132,0.7284557965216626,0.809778064964247
ABL1,DESC,R**2,0.4041261034245925,0.5514231081332196,0.6618185102621739
ABL1,DESC,Kendal,0.4481428875541574,0.5422612916453121,0.6248994856016397
ABL1,CDDD,Spearman,0.551729923314036,0.6728486376092413,0.764229907074403
ABL1,CDDD,R**2,0.32205817900581474,0.47049149442477733,0.5893196844253467
ABL1,CDDD,Kendal,0.3866886697613639,0.48391124033600846,0.5651481628044797
ABL1,DESC,Spearman,0.6673100224453559,0.7613973601382856,0.8327177470453403
ABL1,DESC,R**2,0.3942693811345545,0.5458582368625233,0.6458928700177763
ABL1,DESC,Kendal,0.48518587315796896,0.5643217381502555,0.6388343635612982
ABL1,CDDD,Spearman,0.6212065153782187,0.7245778188827446,0.8046128038105883
ABL1,CDDD,R**2,0.3752511648060373,0.5004375972425155,0.5973893808012823
ABL1,CDDD,Kendal,0.4485060449347031,0.5268672517207295,0.609085958697053
ABL1,DESC,Spearman,0.6653503800022216,0.7674280151549066,0.8424350493121153
ABL1,DESC,R**2,0.42571487765759175,0.5717136763746187,0.6864413983685106
ABL1,DESC,Kendal,0.48692030479206777,0.5811507363123656,0.6609453857285412
ABL1,CDDD,Spearman,0.6030935145586289,0.7149159753216382,0.7968350527898541
ABL1,CDDD,R**2,0.3511596115774223,0.4898068120646675,0.6016139735602398
ABL1,CDDD,Kendal,0.43043407905029885,0.5182462873252712,0.5936500658358396
ABL1,DESC,Spearman,0.6037541154905325,0.7282129645079028,0.8186891825941011
ABL1,DESC,R**2,0.3264458942376443,0.5253361921537083,0.6565304510074007
ABL1,DESC,Kendal,0.4445572371352433,0.5419109365988679,0.6218474811621585
ABL1,CDDD,Spearman,0.6321997809352725,0.7406020946984512,0.8143246390078805
ABL1,CDDD,R**2,0.3638267452963258,0.5366257500393847,0.6623260895466692
ABL1,CDDD,Kendal,0.4602060913750099,0.5446090629900756,0.6232306033092154
A2a,DESC,Spearman,0.3993527922363121,0.7236090584165428,0.9147524935107005
A2a,DESC,R**2,0.053109656503169705,0.6127873985343725,0.8660303214348863
A2a,DESC,Kendal,0.3264954993796339,0.5765135139813279,0.7759622396557954
A2a,CDDD,Spearman,0.19200081223939355,0.5771631087925545,0.8275192230250061
A2a,CDDD,R**2,0.0,0.4232825272562729,0.7766635695192086
A2a,CDDD,Kendal,0.15520006262841424,0.4341644981834692,0.6831868339348699
A2a,DESC,Spearman,0.42587294146505383,0.7207340636688024,0.8932112140819354
A2a,DESC,R**2,0.0,0.521175040946938,0.8326656785614746
A2a,DESC,Kendal,0.3328957819751551,0.5564984687306231,0.7425114095799191
A2a,CDDD,Spearman,0.5794496335687545,0.785149538393531,0.9060337352684482
A2a,CDDD,R**2,0.31241685402727376,0.6631505067861168,0.8185776359830746
A2a,CDDD,Kendal,0.4088190625015209,0.6013685517551179,0.7614981173088445
A2a,DESC,Spearman,0.3430938126034068,0.6544329572080745,0.8771908271908271
A2a,DESC,R**2,0.08000813621598939,0.545287701010317,0.8135726989026842
A2a,DESC,Kendal,0.2417998689813299,0.4986332073882337,0.7086510148072472
A2a,CDDD,Spearman,0.3222596041588409,0.6358444170498008,0.8540894983050239
A2a,CDDD,R**2,0.01684099776756877,0.5199694235932464,0.7907292366449964
A2a,CDDD,Kendal,0.2360045862607339,0.4855112808780171,0.6969135552112709
A2a,DESC,Spearman,0.49846304503029837,0.7695277391902368,0.9326073547362252
A2a,DESC,R**2,0.3282130667873365,0.756726983196237,0.9028057396141133
A2a,DESC,Kendal,0.3723585316703883,0.6159741104663505,0.8009509514430313
A2a,CDDD,Spearman,0.4383745604372618,0.7117245765942001,0.8798110535422355
A2a,CDDD,R**2,0.14837730166401586,0.655399859443881,0.8467550050977559
A2a,CDDD,Kendal,0.29577116676287635,0.5415758164846244,0.7266746061724626
A2a,DESC,Spearman,0.48900483550699075,0.7551333429164812,0.896298059744052
A2a,DESC,R**2,0.4226157464106598,0.7237479544870826,0.85592205671237
A2a,DESC,Kendal,0.3453686572499799,0.5721330297704621,0.7421375955411899
A2a,CDDD,Spearman,0.4364495624347914,0.7310997722451955,0.8753096898980112
A2a,CDDD,R**2,0.3265147295408091,0.6615746084094206,0.8127798069507427
A2a,CDDD,Kendal,0.31875362981653993,0.5342098061240211,0.6915472213278677
A2a,DESC,Spearman,0.41487746243633394,0.7081812903234459,0.895660825116267
A2a,DESC,R**2,0.14312643817142331,0.6009361303842917,0.822753683394199
A2a,DESC,Kendal,0.2990593732820231,0.5514226495116176,0.7530041466591617
A2a,CDDD,Spearman,0.3911618966953355,0.6802845215499698,0.8693534002229654
A2a,CDDD,R**2,0.19503969917126554,0.599889030958376,0.7989180417917601
A2a,CDDD,Kendal,0.2638167646506755,0.5142235025207544,0.7201916618534344
A2a,DESC,Spearman,0.24706674415169053,0.6024408690043132,0.8204227069299416
A2a,DESC,R**2,0.0,0.44692231142012306,0.7848371025235497
A2a,DESC,Kendal,0.19481166136282152,0.45260443837600933,0.6783843244237564
A2a,CDDD,Spearman,0.23404607608424974,0.5684063051832101,0.8139124252971314
A2a,CDDD,R**2,0.0,0.42165806160070085,0.7524901602274032
A2a,CDDD,Kendal,0.15013887258436923,0.4241111807542751,0.67053382317722
A2a,DESC,Spearman,0.41047623327380983,0.7076975973088158,0.8796925242605245
A2a,DESC,R**2,0.2808096494465094,0.6686740220035694,0.8560313898191966
A2a,DESC,Kendal,0.3140903168084659,0.5451563200754022,0.7350418371444636
A2a,CDDD,Spearman,0.3583632148300509,0.659544650154186,0.8695563219808633
A2a,CDDD,R**2,0.037397867302669995,0.5851414142783926,0.80626678050143
A2a,CDDD,Kendal,0.2545858222870162,0.5046527380617678,0.7116775848891801
A2a,DESC,Spearman,0.270746847858404,0.6673894375659114,0.8916661052384006
A2a,DESC,R**2,0.02593006867372242,0.5317743257995908,0.8241840013140033
A2a,DESC,Kendal,0.2529133029360449,0.5291386620083703,0.7561646012704561
A2a,CDDD,Spearman,0.35295338063523807,0.6678125221176391,0.8778527280667024
A2a,CDDD,R**2,0.10647262914633036,0.5439339031535653,0.7517395653202313
A2a,CDDD,Kendal,0.2453872618155869,0.5017788552861175,0.7158032373968686
A2a,DESC,Spearman,0.4321559880601729,0.7325109441286769,0.8997993288677292
A2a,DESC,R**2,0.22176603450866555,0.625266807564164,0.8652961447870919
A2a,DESC,Kendal,0.34298972216685997,0.5747134184735884,0.754689253331621
A2a,CDDD,Spearman,0.2616036363459682,0.6326867928675038,0.8695230833882438
A2a,CDDD,R**2,0.0,0.48051955624832665,0.7939894686534182
A2a,CDDD,Kendal,0.2370311533286142,0.495895578225782,0.7196261682242989
COX-2,DESC,Spearman,0.6689677828643714,0.7214355624865706,0.766443033122686
COX-2,DESC,R**2,0.477866963636772,0.545090193091951,0.6036604380521958
COX-2,DESC,Kendal,0.4858617133422674,0.5340032657149097,0.5794149931977512
COX-2,CDDD,Spearman,0.6512947158916096,0.7109154741664617,0.7628070082634751
COX-2,CDDD,R**2,0.451762633838387,0.5196695992754617,0.5771573112301656
COX-2,CDDD,Kendal,0.4734756262864559,0.5223264726226464,0.5670384637594684
COX-2,DESC,Spearman,0.6338617468485104,0.6959420141867786,0.7481709471436703
COX-2,DESC,R**2,0.4363189184107146,0.5131553699087955,0.5772083406742466
COX-2,DESC,Kendal,0.460931304387242,0.5105025243243847,0.5534383322885497
COX-2,CDDD,Spearman,0.6564268813612602,0.7124270769375873,0.7652307890047946
COX-2,CDDD,R**2,0.44605508890277223,0.5167349779406256,0.5767048023606146
COX-2,CDDD,Kendal,0.479734878703531,0.5260879278142961,0.5729480324131156
COX-2,DESC,Spearman,0.6806420426033353,0.7336808318371392,0.781472231716042
COX-2,DESC,R**2,0.48697787500359885,0.5493472886742214,0.6064030453200121
COX-2,DESC,Kendal,0.5045155863668893,0.5516626639899589,0.5967640593742506
COX-2,CDDD,Spearman,0.6226115655879573,0.6816400048201818,0.7401049864606499
COX-2,CDDD,R**2,0.4100355247757824,0.4858465353814898,0.5544276654984593
COX-2,CDDD,Kendal,0.45129147388031693,0.5013839522307915,0.5493582050042581
COX-2,DESC,Spearman,0.6024017105209739,0.6685699165268449,0.7226006770033895
COX-2,DESC,R**2,0.4237412142650289,0.5016498444600285,0.5676389134847322
COX-2,DESC,Kendal,0.43861226344730025,0.4890672674967545,0.536386826888608
COX-2,CDDD,Spearman,0.5939706414007746,0.6590317688124622,0.7194993394805924
COX-2,CDDD,R**2,0.3933502068670487,0.4701468969985808,0.5330719063911389
COX-2,CDDD,Kendal,0.42496713829063876,0.48074463436840614,0.535137959806886
COX-2,DESC,Spearman,0.6893928380757913,0.7421557608085474,0.786490451937887
COX-2,DESC,R**2,0.4871722761584875,0.5493336934291098,0.6063636229810477
COX-2,DESC,Kendal,0.5076131701165073,0.5542750096363039,0.597432625570119
COX-2,CDDD,Spearman,0.641914750806736,0.6976703462239202,0.75059813245688
COX-2,CDDD,R**2,0.41333462135602217,0.489141822125552,0.5567451445355737
COX-2,CDDD,Kendal,0.46048267074635907,0.5092456996878016,0.553527203368475
COX-2,DESC,Spearman,0.6393168810772266,0.6998232604890849,0.7524391198523206
COX-2,DESC,R**2,0.4269189528391993,0.49585493639214295,0.551731249943738
COX-2,DESC,Kendal,0.4715335715623073,0.5172686712115852,0.5682377187904312
COX-2,CDDD,Spearman,0.6102922042094951,0.6693381788003407,0.7222122534427197
COX-2,CDDD,R**2,0.36504427937983,0.44410351501062095,0.5061622585627226
COX-2,CDDD,Kendal,0.4371887643960771,0.4846498993133717,0.5328532603859705
COX-2,DESC,Spearman,0.6636897107058578,0.7218672874947766,0.7710334562415095
COX-2,DESC,R**2,0.4731192610772951,0.5462095125674976,0.6112082427835114
COX-2,DESC,Kendal,0.4917961447548448,0.5412902517557807,0.5862883253242389
COX-2,CDDD,Spearman,0.6459565669977461,0.7049630587769616,0.7559304503626931
COX-2,CDDD,R**2,0.45123592157266873,0.5161630629710722,0.5768393917170619
COX-2,CDDD,Kendal,0.4725836170191128,0.5208069635064889,0.5679202937538224
COX-2,DESC,Spearman,0.6512790283147365,0.7103883251942125,0.7600794227117584
COX-2,DESC,R**2,0.45380308923553064,0.5239489101273824,0.5858695263168511
COX-2,DESC,Kendal,0.47922374091374764,0.5235258962748995,0.5649223206069325
COX-2,CDDD,Spearman,0.6002892242391148,0.665265402426168,0.7213480292677807
COX-2,CDDD,R**2,0.3682108849962686,0.4573684625214157,0.5329982790091224
COX-2,CDDD,Kendal,0.43243828905120235,0.4870081359895602,0.5345114531339559
COX-2,DESC,Spearman,0.5863943252996996,0.65428445199351,0.7112337835968515
COX-2,DESC,R**2,0.36948562143152447,0.45449347527185524,0.5237531882207754
COX-2,DESC,Kendal,0.42344130608667385,0.47828628208044327,0.5281679828112998
COX-2,CDDD,Spearman,0.592161605074503,0.6515511869813339,0.7092184192971376
COX-2,CDDD,R**2,0.36934398811174907,0.443310685038681,0.5091548969127012
COX-2,CDDD,Kendal,0.4240834132426227,0.4718555071486388,0.5219685762422601
COX-2,DESC,Spearman,0.6038517799804337,0.6761005151945144,0.7340275306410882
COX-2,DESC,R**2,0.3854713698589528,0.4738252176685097,0.5476248249456617
COX-2,DESC,Kendal,0.4483948095865244,0.4989219692053084,0.5499849059481356
COX-2,CDDD,Spearman,0.5551250701435231,0.629921705740277,0.688856973158594
COX-2,CDDD,R**2,0.32073809290009553,0.4096430553634919,0.49070468866681793
COX-2,CDDD,Kendal,0.40616017021501916,0.4605175722316505,0.5097213263950663
Dihydrofolate,DESC,Spearman,0.566579409886456,0.7044110381446766,0.8144364196441842
Dihydrofolate,DESC,R**2,0.3200326247533373,0.5110914350363155,0.6654759621902027
Dihydrofolate,DESC,Kendal,0.4183777922276995,0.5347707220101793,0.6506786243540473
Dihydrofolate,CDDD,Spearman,0.39235726238927776,0.5775548106414975,0.7165890565724707
Dihydrofolate,CDDD,R**2,0.1450641900823089,0.35459881550829986,0.5154019771719597
Dihydrofolate,CDDD,Kendal,0.2987610347099525,0.41689546282419854,0.5397947516862937
Dihydrofolate,DESC,Spearman,0.5244372664900133,0.6740323440119141,0.784404521395885
Dihydrofolate,DESC,R**2,0.25439170652142373,0.42485568444307564,0.5572444788072624
Dihydrofolate,DESC,Kendal,0.37194214468565384,0.4961298396315983,0.6053484426183453
Dihydrofolate,CDDD,Spearman,0.47735652780724785,0.6312096826471161,0.7633964713873398
Dihydrofolate,CDDD,R**2,0.19450327008518806,0.38371476267673055,0.526675993478782
Dihydrofolate,CDDD,Kendal,0.3435256384301861,0.46321065541266454,0.5723829457512362
Dihydrofolate,DESC,Spearman,0.5392399534366534,0.6936786520584578,0.8148053883605484
Dihydrofolate,DESC,R**2,0.2796933557950167,0.4733897224966548,0.6363129486610779
Dihydrofolate,DESC,Kendal,0.39584904266660786,0.5182107281494732,0.6207765233139916
Dihydrofolate,CDDD,Spearman,0.5296573178027251,0.6771563762863971,0.78548990222001
Dihydrofolate,CDDD,R**2,0.27646126790277975,0.456164169809947,0.6018929870300588
Dihydrofolate,CDDD,Kendal,0.38346480896838353,0.49437526850236835,0.5940477360667087
Dihydrofolate,DESC,Spearman,0.47724048180947193,0.6360800704726653,0.7717577785318951
Dihydrofolate,DESC,R**2,0.14583030683955853,0.3878677782688823,0.5719906322615567
Dihydrofolate,DESC,Kendal,0.35152288678856136,0.470887461218661,0.5836118007067246
Dihydrofolate,CDDD,Spearman,0.3812231489315929,0.5643679330850324,0.7029407263967704
Dihydrofolate,CDDD,R**2,0.07467103933732368,0.309125342887131,0.5021752017155896
Dihydrofolate,CDDD,Kendal,0.2660190975369452,0.40098947603469426,0.5257085662425122
Dihydrofolate,DESC,Spearman,0.5604023694745465,0.704758629623754,0.8110596550100452
Dihydrofolate,DESC,R**2,0.2651079231707159,0.46821185873807203,0.618945405852395
Dihydrofolate,DESC,Kendal,0.4064307822658588,0.528155366789289,0.6340464463014056
Dihydrofolate,CDDD,Spearman,0.4243170764232394,0.5923634149387119,0.7279906535455857
Dihydrofolate,CDDD,R**2,0.054019087079527926,0.32294884388852674,0.49862966956164173
Dihydrofolate,CDDD,Kendal,0.2997314936106188,0.42280983841670045,0.5450245623037736
Dihydrofolate,DESC,Spearman,0.5487309446494326,0.6951709926208873,0.8070926269546134
Dihydrofolate,DESC,R**2,0.23557299276445492,0.4320227910630061,0.5823436086841639
Dihydrofolate,DESC,Kendal,0.4030875645543926,0.5190743845917862,0.6298613693999738
Dihydrofolate,CDDD,Spearman,0.4099268527635891,0.5767681381811935,0.7111831225718495
Dihydrofolate,CDDD,R**2,0.12195294162448057,0.3346987962687509,0.4978379950106841
Dihydrofolate,CDDD,Kendal,0.28468456671063846,0.41575375446904533,0.5313596598103345
Dihydrofolate,DESC,Spearman,0.6058478236568972,0.7334359134690991,0.8285114806189957
Dihydrofolate,DESC,R**2,0.41228175289272656,0.5597757960056283,0.6666531352514534
Dihydrofolate,DESC,Kendal,0.4351580532890234,0.5446686172513694,0.6396726366006558
Dihydrofolate,CDDD,Spearman,0.5420879837415696,0.6941129535980965,0.8051141028653599
Dihydrofolate,CDDD,R**2,0.3097912351530522,0.47704761366433224,0.6010639102218692
Dihydrofolate,CDDD,Kendal,0.3863194342104266,0.5106875088295844,0.6203172274703249
Dihydrofolate,DESC,Spearman,0.48089345286391477,0.6494492650010997,0.774143693755107
Dihydrofolate,DESC,R**2,0.23359991410123704,0.4227533303779173,0.5764028286891885
Dihydrofolate,DESC,Kendal,0.3533826572265558,0.4828895455911372,0.5982007123205599
Dihydrofolate,CDDD,Spearman,0.4268015098688808,0.5926330520982043,0.7311911583782487
Dihydrofolate,CDDD,R**2,0.17992834829635876,0.36284200260721433,0.5085340596566621
Dihydrofolate,CDDD,Kendal,0.3048279226675058,0.43284287672771854,0.5509830377544696
Dihydrofolate,DESC,Spearman,0.47117439339816497,0.6286805010872852,0.7534611929083617
Dihydrofolate,DESC,R**2,0.20190281423086964,0.392570772799401,0.5574705251731037
Dihydrofolate,DESC,Kendal,0.3456479108421645,0.46053836179581165,0.585704044708959
Dihydrofolate,CDDD,Spearman,0.4390122804063718,0.6098244172396149,0.7414464450507534
Dihydrofolate,CDDD,R**2,0.14997956563811166,0.3445123549639524,0.5070942972130774
Dihydrofolate,CDDD,Kendal,0.3200982692572415,0.4477617169531066,0.5693334635996847
Dihydrofolate,DESC,Spearman,0.49875239104514124,0.6593074592723245,0.7781137945665252
Dihydrofolate,DESC,R**2,0.2721796641789393,0.4792678505171648,0.6425600297865269
Dihydrofolate,DESC,Kendal,0.3527358532404877,0.4924714355317035,0.6091440385040142
Dihydrofolate,CDDD,Spearman,0.41289723624144165,0.5912489622968486,0.7391818943736168
Dihydrofolate,CDDD,R**2,0.13154211015932607,0.36254997350836204,0.5366747452886925
Dihydrofolate,CDDD,Kendal,0.29471582422757275,0.43608977881830563,0.5624560275239002
opioid,DESC,Spearman,0.7213524230434583,0.7962245015994726,0.8501983788166105
opioid,DESC,R**2,0.5366507015520849,0.6473425732366401,0.7383253550668388
